COMID,Study_ID,StationID,WaterbodyName,CountyName,Latitude,Longitude,EcoL3Code,ECOREG3,HUC12,RefSiteFlag
24120808,WHM_WAM0,WAM06600_017616,"TOATS COULEE CR, SOUTH FK AT 1396 M ELEV",Okanogan,48.821964,-119.86873,77,North Cascades,HUC-170200071803,0
24121876,WHM_WAM0,WAM06600_017680,CHICKADEE CREEK,Okanogan,48.769622,-119.77879,77,North Cascades,HUC-170200071903,0
23638110,WHM_WAM0,WAM06600_018197,SPRING VALLEY CREEK,Walla Walla,46.190757,-118.203587,10,Columbia Plateau,HUC-170701020802,0
24120772,WHM_WAM0,WAM06600_018208,"TOATS COULEE CREEK, NORTH FORK",Okanogan,48.931897,-119.845914,77,North Cascades,HUC-170200071801,0
23065295,WHM_WAM0,WAM06600_018296,LOUP LOUP CREEK AT 824 M ELEVATION,Okanogan,48.457272,-119.755391,77,North Cascades,HUC-170200062201,0
23638240,WHM_WAM0,WAM06600_018341,"COPPEI CREEK, NORTH FORK",Walla Walla,46.124677,-117.994032,11,Blue Mountains,HUC-170701020404,0
23058124,WHM_WAM0,WAM06600_018527,WAM06600-018527,Douglas,47.99049438,-119.5563416,10,Columbia Plateau,HUC-170200050404,0
22995597,WHM_WAM0,WAM06600_018592,SWEET CREEK,Pend Oreille,48.824346,-117.409832,15,Northern Rockies,HUC-170102160902,0
23448995,WHM_WAM0,WAM06600_018637,WILLOW CREEK,Columbia,46.439149,-117.950741,10,Columbia Plateau,HUC-170601070607,0
24228005,WHM_WAM0,WAM06600_018729,LICK CREEK,Asotin,46.259153,-117.387908,10,Columbia Plateau,HUC-170601030202,0
23451765,WHM_WAM0,WAM06600_018873,TUCANNON RIVER TRIB BY HARTSOCK GRADE,Columbia,46.376027,-117.710259,10,Columbia Plateau,HUC-170601070606,0
23451169,WHM_WAM0,WAM06600_018877,WAM06600-018877,Garfield,46.51115,-117.413,10,Columbia Plateau,HUC-170601070301,0
23032390,WHM_WAM0,WAM06600_019012,WAM06600-019012,Stevens,48.05992,-118.04054,15,Northern Rockies,HUC-170200011701,1
23637954,WHM_WAM0,WAM06600_019205,WAM06600-019205,Walla Walla,46.06946,-118.322,10,Columbia Plateau,HUC-170701020204,0
23082534,WHM_WAM0,WAM06600_019319,WAM06600-019319,Chelan,47.6694,-120.7578,77,North Cascades,HUC-170200110703,0
23637950,WHM_WAM0,WAM06600_019985,WAM06600-019985,Walla Walla,46.04471,-118.464,10,Columbia Plateau,HUC-170701020204,0
23640136,WHM_WAM0,WAM06600_020005,WAM06600-020005,Walla Walla,46.04354,-118.349,10,Columbia Plateau,HUC-170701020704,0
23639434,WHM_WAM0,WAM06600_020009,PAYNE HOLLOW CREEK,Columbia,46.238237,-117.958089,10,Columbia Plateau,HUC-170701020401,0
22994897,WHM_WAM0,WAM06600_020012,CUSICK CREEK,Pend Oreille,48.438373,-117.335565,15,Northern Rockies,HUC-170102160207,0
22996465,WHM_WAM0,WAM06600_020120,WAM06600-020120,Pend Oreille,48.38221,-117.14694,15,Northern Rockies,HUC-170102160202,0
23082414,WHM_WAM0,WAM06600_020267,WAM06600-020267,Chelan,47.72825481,-120.5708811,77,North Cascades,HUC-170200110705,0
24423575,WHM_WAM0,WAM06600_020634,BLOWOUT CREEK,Kittitas,47.0953,-121.307,4,Cascades,HUC-170300020101,0
22995355,WHM_WAM0,WAM06600_020656,WAM06600-020656,Pend Oreille,48.70438,-117.17892,15,Northern Rockies,HUC-170102160401,0
23031268,WHM_WAM0,WAM06600_020811,MCDOWELL CANYON,Lincoln,47.792931,-118.429549,10,Columbia Plateau,HUC-170200011902,0
23031706,WHM_WAM0,WAM06600_020812,WAM06600-020812,Ferry,48.58643,-118.1937,15,Northern Rockies,HUC-170200011303,0
23031428,WHM_WAM0,WAM06600_020824,WAM06600-020824,Stevens,48.40427,-118.08244,15,Northern Rockies,HUC-170200011308,0
23041011,WHM_WAM0,WAM06600_021264,WAM06600-021264,Ferry,48.90775,-118.72989,15,Northern Rockies,HUC-170200021702,0
24423721,WHM_WAM0,WAM06600_021298,REYNOLDS CREEK,Yakima,46.6163,-121.033,9,Eastern Cascades Slopes and Foothills,HUC-170300020309,0
24228891,WHM_WAM0,WAM06600_021461,WAM06600-021461,Asotin,46.19379,-117.279,10,Columbia Plateau,HUC-170601030203,0
23042323,WHM_WAM0,WAM06600_021488,WAM06600-021488,Ferry,48.78034,-118.67195,15,Northern Rockies,HUC-170200021303,0
24121892,WHM_WAM0,WAM06600_021552,WAM06600-021552,Okanogan,48.74015228,-119.8641961,77,North Cascades,HUC-170200071901,0
23640136,WHM_WAM0,WAM06600_021713,WAM06600-021713,Walla Walla,46.03376,-118.387,10,Columbia Plateau,HUC-170701020704,0
23065885,WHM_WAM0,WAM06600_021900,WAM06600-021900,Okanogan,48.61761265,-119.735899,77,North Cascades,HUC-170200062103,0
24385885,WHM_WAM0,WAM06600_022188,PEARRYGIN CREEK,Okanogan,48.510832,-120.144677,10,Columbia Plateau,HUC-170200080408,0
23031384,WHM_WAM0,WAM06600_022420,"HARVEY CREEK, NORTH FORK",Stevens,48.196574,-118.102979,15,Northern Rockies,HUC-170200011504,0
24227975,WHM_WAM0,WAM06600_022585,WAM06600-022585,Asotin,46.28053,-117.409,10,Columbia Plateau,HUC-170601030204,0
23040783,WHM_WAM0,WAM06600_023008,WAM06600-023008,Ferry,48.95675,-118.21092,15,Northern Rockies,HUC-170200021904,0
23082494,WHM_WAM0,WAM06600_023255,WAM06600-023255,Chelan,47.70702506,-120.5570934,77,North Cascades,HUC-170200110705,0
24228043,WHM_WAM0,WAM06600_023465,WAM06600-023465,Asotin,46.25313,-117.291,10,Columbia Plateau,HUC-170601030203,0
22996623,WHM_WAM0,WAM06600_023480,WAM06600-023480,Pend Oreille,48.29422,-117.21374,15,Northern Rockies,HUC-170102160202,0
23032726,WHM_WAM0,WAM06600_023632,FIFTEENMILE CREEK TRIBUTARY,Stevens,48.843661,-118.057552,15,Northern Rockies,HUC-170200011207,0
23640128,WHM_WAM0,WAM06600_024101,YELLOWHAWK CREEK AT FERN,Walla Walla,46.047448,-118.314382,10,Columbia Plateau,HUC-170701020701,0
24120872,WHM_WAM0,WAM06600_024284,SINLAHEKIN CREEK AT 967 ME ELEVATION,Okanogan,48.69781,-119.772152,77,North Cascades,HUC-170200071901,0
24423217,WHM_WAM0,WAM06600_024374,LITTLE RATTLESNAKE CREEK,Yakima,46.7757,-120.98979,9,Eastern Cascades Slopes and Foothills,HUC-170300020205,0
24127759,WHM_WAM0,WAM06600_024830,CARLSON CANYON,Kittitas,47.2419,-120.9187,77,North Cascades,HUC-170300010203,0
23021810,WHM_WAM0,WAM06600_025211,WAM06600-025211,Spokane,47.73234,-117.73823,10,Columbia Plateau,HUC-170103070103,0
23033084,WHM_WAM0,WAM06600_026268,WAM06600-026268,Stevens,48.65109,-118.04758,15,Northern Rockies,HUC-170200011304,0
23449913,WHM_WAM0,WAM06600_026322,WAM06600-026322,Whitman,46.68832,-117.895,10,Columbia Plateau,HUC-170601070402,0
22995051,WHM_WAM0,WAM06600_026552,WAM06600-026552,Pend Oreille,48.29672,-117.38674,15,Northern Rockies,HUC-170102160102,0
24121920,WHM_WAM0,WAM06600_026716,WAM06600-026716,Okanogan,48.67796827,-119.8031799,77,North Cascades,HUC-170200071901,0
23034070,WHM_WAM0,WAM06600_027735,WAM06600-027735,Lincoln,47.67279,-118.23011,10,Columbia Plateau,HUC-170200011801,0
23022092,WHM_WAM0,WAM06600_028196,WAM06600-028196,Stevens,48.03365,-117.99701,15,Northern Rockies,HUC-170103070201,0
23637966,WHM_WAM0,WAM06600_028645,WAM06600-028645,Walla Walla,46.07988,-118.273,10,Columbia Plateau,HUC-170701020204,0
23065413,WHM_WAM0,WAM06600_028976,WAM06600-028976,Okanogan,48.73259387,-119.0961125,15,Northern Rockies,HUC-170200061702,0
24121618,WHM_WAM0,WAM06600_029136,DISAPPOINTMENT CREEK AT 1580 M ELEVATION,Okanogan,48.925984,-119.83112,77,North Cascades,HUC-170200071801,0
23081388,WHM_WAM0,WAM06600_029287,PESHASTIN CREEK BELOW US-2,Chelan,47.55676,-120.584296,77,North Cascades,HUC-170200110503,0
23042227,WHM_WAM0,WAM06600_029360,WAM06600-029360,Ferry,48.75413,-118.77329,15,Northern Rockies,HUC-170200021301,0
23450055,WHM_WAM0,WAM06600_029686,WAM06600-029686,Whitman,46.76241,-117.56,10,Columbia Plateau,HUC-170601070803,0
23449937,WHM_WAM0,WAM06600_030210,WAM06600-030210,Garfield,46.64666,-117.488,10,Columbia Plateau,HUC-170601070802,0
23449395,WHM_WAM0,WAM06600_030498,WAM06600-030498,Garfield,46.54218,-117.579,10,Columbia Plateau,HUC-170601070304,0
23637814,WHM_WAM0,WAM06600_030609,WAM06600-030609,Walla Walla,46.00513,-118.385,10,Columbia Plateau,HUC-170701020704,0
24228001,WHM_WAM0,WAM06600_030633,WAM06600-030633,Asotin,46.2596,-117.367,10,Columbia Plateau,HUC-170601030202,0
23042231,WHM_WAM0,WAM06600_031004,WAM06600-031004,Ferry,48.69388,-118.63013,15,Northern Rockies,HUC-170200021303,0
23451765,WHM_WAM0,WAM06600_031449,TUCANNON RIVER TRIBUTARY,Columbia,46.369371,-117.71026,10,Columbia Plateau,HUC-170601070606,0
23031744,WHM_WAM0,WAM06600_031820,WAM06600-031820,Ferry,48.57698,-118.29578,15,Northern Rockies,HUC-170200011301,0
23443213,WHM_WAM0,WAM06600_032101,WAM06600-032101,Asotin,46.0514,-117.24,11,Blue Mountains,HUC-170601060708,0
23638444,WHM_WAM0,WAM06600_032293,WAM06600-032293,Walla Walla,46.03953,-118.207,10,Columbia Plateau,HUC-170701020701,0
24126723,WHM_WAM0,WAM06600_034366,LOG CREEK TRIBUTARY,Kittitas,47.192566,-121.278827,4,Cascades,HUC-170300010302,1
23065137,WHM_WAM0,WAM06600_034624,ANTOINE CREEK AT 634 M ELEVATION,Okanogan,48.78924,-119.318314,15,Northern Rockies,HUC-170200061605,0
23080600,WHM_WAM0,WAM06600_034631,EAGLE CREEK,Chelan,47.635777,-120.607205,77,North Cascades,HUC-170200110704,0
23081412,WHM_WAM0,WAM06600_034707,PESHASTIN CREEK ABOVE CAMAS CREEK,Chelan,47.493123,-120.637368,77,North Cascades,HUC-170200110503,0
23021702,WHM_WAM0,WAM06600_035259,WAM06600-035259,Lincoln,47.77719,-117.95342,10,Columbia Plateau,HUC-170103070304,0
24120752,WHM_WAM0,WAM06600_035408,"TOATS COULEE CREEK, NORTH FORK TRIBUTARY",Okanogan,48.868059,-119.763127,77,North Cascades,HUC-170200071804,0
24228985,WHM_WAM0,WAM06600_036661,WAM06600-036661,Asotin,46.17836,-117.279,10,Columbia Plateau,HUC-170601030203,0
23638516,WHM_WAM0,WAM06600_036677,WAM06600-036677,Walla Walla,46.08703,-118.072,11,Blue Mountains,HUC-170701020801,0
23451593,WHM_WAM0,WAM06600_036749,WAM06600-036749,Whitman,46.44927,-117.134,10,Columbia Plateau,HUC-170601070201,0
23208268,WHM_WAM0,WAM06600_036887,WAM06600-036887,Chelan,47.68610974,-120.3415264,10,Columbia Plateau,HUC-170200100208,0
23082362,WHM_WAM0,WAM06600_037067,WAM06600-037067,Chelan,47.75216085,-120.8416858,77,North Cascades,HUC-170200110203,0
23065423,WHM_WAM0,WAM06600_037208,WAM06600-037208,Okanogan,48.39816646,-119.719579,77,North Cascades,HUC-170200062203,0
24128081,WHM_WAM0,WAM06600_037710,COOKE CREEK TRIBUTARY,Kittitas,47.160951,-120.311484,9,Eastern Cascades Slopes and Foothills,HUC-170300010405,0
24125275,WHM_WAM0,WAM06600_038094,COLEMAN CREEK TRIBUTARY,Kittitas,47.224233,-120.348956,9,Eastern Cascades Slopes and Foothills,HUC-170300010403,1
24121598,WHM_WAM0,WAM06600_038208,DISAPPOINTMENT CREEK AT 1830 M ELEVATION,Okanogan,48.949329,-119.807768,77,North Cascades,HUC-170200071801,0
23083168,WHM_WAM0,WAM06600_039699,WAM06600-039699,Chelan,47.47223249,-120.4649227,77,North Cascades,HUC-170200110604,0
23082786,WHM_WAM0,WAM06600_040711,WAM06600-040711,Chelan,47.58862135,-120.4889138,77,North Cascades,HUC-170200110707,0
23640194,WHM_WAM0,WAM06600_040881,WAM06600-040881,Walla Walla,46.01102,-118.434,10,Columbia Plateau,HUC-170701021102,0
24128013,WHM_WAM0,WAM06600_041614,SPEX ARTH CREEK TRIBUTARY,Kittitas,47.1433,-121.03597,9,Eastern Cascades Slopes and Foothills,HUC-170300010306,0
24128701,WHM_WAM0,WAM06600_042090,MERCER CREEK,Kittitas,47.01419,-120.54268,10,Columbia Plateau,HUC-170300010408,0
24423679,WHM_WAM0,WAM06600_042482,OAK CREEK,Yakima,46.71975,-121.00608,9,Eastern Cascades Slopes and Foothills,HUC-170300020307,0
23665063,WHM_WAM0,WAM06600_043217,BLOCKHOUSE CREEK TRIBUTARY,Klickitat,45.85519,-120.90401,10,Columbia Plateau,HUC-170701060304,0
23082846,WHM_WAM0,WAM06600_043655,WAM06600-043655,Chelan,47.56404086,-120.552278,77,North Cascades,HUC-170200110707,0
24128681,WHM_WAM0,WAM06600_043738,WHISKY CANYON,Kittitas,47.00562,-120.81194,9,Eastern Cascades Slopes and Foothills,HUC-170300010509,0
24386271,WHM_WAM0,WAM06600_044712,WAM06600-044712,Okanogan,48.39273708,-120.0424694,10,Columbia Plateau,HUC-170200080608,0
24125273,WHM_WAM0,WAM06600_045582,COLEMAN CREEK TRIBUTARY,Kittitas,47.1746,-120.38859,9,Eastern Cascades Slopes and Foothills,HUC-170300010403,0
22996027,WHM_WAM0,WAM06600_045712,WAM06600-045712,Pend Oreille,48.70638,-117.54021,15,Northern Rockies,HUC-170102160901,0
24121860,WHM_WAM0,WAM06600_047312,REDMAN CREEK TRIBUTARY,Okanogan,48.773381,-119.710976,77,North Cascades,HUC-170200071903,0
23080628,WHM_WAM0,WAM06600_058359,WAM06600-058359,Chelan,47.71329829,-120.6087116,77,North Cascades,HUC-170200110705,0
23065099,WHM_WAM0,WAM06600_061788,WAM06600-061788,Okanogan,48.71526982,-119.3903347,10,Columbia Plateau,HUC-170200061802,0
23639044,WHM_WAM0,WAM06600_068809,COUGAR CANYON TRIBUTARY,Columbia,46.318561,-117.822872,10,Columbia Plateau,HUC-170701020305,0
23065313,WHM_WAM0,WAM06600_073336,WAM06600-073336,Okanogan,48.31683247,-119.7964173,77,North Cascades,HUC-170200062204,0
23449631,WHM_WAM0,WAM06600_085981,ALPOWA CREEK TRIBUTARY,Garfield,46.423342,-117.284772,10,Columbia Plateau,HUC-170601070105,0
23639902,WHM_WAM0,WAM06600_094677,WAM06600-094677,Walla Walla,46.12017,-118.077,10,Columbia Plateau,HUC-170701020801,0
23990153,WHM_WHM0,WHM07620_015020,BIG GULCH TRIBUTARY,Snohomish,47.90588153,-122.3097796,2,Puget Lowland,HUC-171100190203,0
24270842,WHM_WHM0,WHM07620_058156,CULTUS MOUNTAIN RESERVOIR TRIBUTARY,Skagit,48.38945197,-122.1621033,77,North Cascades,HUC-171100070201,0
23956052,WHM_WHM0,WHM07620_060380,"NOOKSACK RIVER, SOUTH FORK TRIBUTARY",Skagit,48.6088456,-121.9036653,77,North Cascades,HUC-171100040402,0
23952844,WHM_WHM0,WHM07620_078492,SAAR CREEK,Whatcom,48.91727773,-122.1937282,77,North Cascades,HUC-171100010402,0
24001163,WHM_WHM0,WHM07620_092094,CLALLAM RIVER TRIBUTARY,Clallam,48.20238789,-124.2572761,1,Coast Range,HUC-171100210702,0
23997340,WHM_WHM0,WHM07620_101294,MATRIOTTI CREEK,Clallam,48.08239699,-123.1785795,2,Puget Lowland,HUC-171100200307,0
23957300,WHM_WHM0,WHM07620_124636,ORSINO CREEK,Whatcom,48.71631193,-122.0297052,77,North Cascades,HUC-171100040404,0
24288014,WHM_WHM0,WHM07620_125355,MELBOURNE CREEK,Mason,47.49534671,-123.1194239,2,Puget Lowland,HUC-171100180303,0
23957260,WHM_WHM0,WHM07620_127708,SEYMOUR CREEK,Whatcom,48.73621284,-122.0078909,77,North Cascades,HUC-171100040302,0
24275029,WHM_WHM0,WHM07620_141164,CRANE CREEK,Skagit,48.32852176,-122.099249,2,Puget Lowland,HUC-171100080301,0
23981677,WHM_WHM0,WHM07620_187016,SCATTER CREEK TRIBUTARY,King,47.21082592,-121.837747,4,Cascades,HUC-171100140403,0
24288204,WHM_WHM0,WHM07620_192747,HOOD CANAL TRIBUTARY,Mason,47.4001037,-122.8860161,2,Puget Lowland,HUC-171100180102,0
23997310,WHM_WHM0,WHM07620_231342,SIEBERT CREEK,Clallam,48.07027425,-123.2858329,2,Puget Lowland,HUC-171100200402,0
24534748,WHM_WHM0,WHM07620_239772,OLSEN CREEK,Whatcom,48.76409277,-122.3290574,77,North Cascades,HUC-171100040602,1
24274931,WHM_WHM0,WHM07620_275976,ROCK CREEK TRIBUTARY,Skagit,48.30319319,-122.0962805,77,North Cascades,HUC-171100080109,0
23981507,WHM_WHM0,WHM07620_277971,"WHITE RIVER, WEST FORK TRIBUTARY",Pierce,47.08973171,-121.6610692,4,Cascades,HUC-171100140304,0
23989319,WHM_WHM0,WHM07620_278749,GOLDSBOROUGH CREEK TRIBUTARY,Mason,47.22264108,-123.1776319,2,Puget Lowland,HUC-171100190605,0
24286794,WHM_WHM0,WHM07620_289419,THORNDYKE CREEK,Jefferson,47.82482049,-122.7403468,2,Puget Lowland,HUC-171100180704,1
24534790,WHM_WHM0,WHM07620_294460,RUFUS CREEK,Whatcom,48.71953722,-122.3553284,2,Puget Lowland,HUC-171100040602,0
24270852,WHM_WHM0,WHM07620_302560,WALKER CREEK TRIBUTARY,Skagit,48.38213497,-122.1421268,77,North Cascades,HUC-171100070201,0
23964265,WHM_WHM0,WHM07620_302990,ELWELL CREEK,Snohomish,47.79173137,-121.8526346,2,Puget Lowland,HUC-171100090702,0
24279100,WHM_WHM0,WHM07620_326070,PILCHUCK RIVER,Snohomish,47.96134993,-122.0686468,2,Puget Lowland,HUC-171100110103,0
23981327,WHM_WHM0,WHM07620_339245,"SOUTH PRAIRIE CREEK, EAST FORK",Pierce,47.08088605,-121.9051072,4,Cascades,HUC-171100140104,0
23981309,WHM_WHM0,WHM07620_387578,CAMP CREEK,Pierce,47.14669691,-121.7028871,4,Cascades,HUC-171100140401,0
24257065,WHM_WHM0,WHM07620_414430,LAKE SHANNON TRIBUTARY,Skagit,48.57464467,-121.7117288,77,North Cascades,HUC-171100051007,0
23997652,WHM_WHM0,WHM07620_417297,ELWAH RIVER TRIBUTARY,Clallam,48.08423521,-123.5318473,1,Coast Range,HUC-171100200514,0
23970853,WHM_WHM0,WHM07620_454939,CHERRY CREEK,King,47.77629814,-121.8611649,2,Puget Lowland,HUC-171100100602,0
23957216,WHM_WHM0,WHM07620_478546,TINLING CREEK,Whatcom,48.76239555,-122.1608037,77,North Cascades,HUC-171100040406,0
23971523,WHM_WHM0,WHM07620_487564,RAGING RIVER TRIBUTARY,King,47.46682205,-121.833839,4,Cascades,HUC-171100100402,0
23988208,WHM_WHM0,WHM07620_487894,DESCHUTES RIVER,Thurston,46.84515852,-122.5966907,2,Puget Lowland,HUC-171100160102,0
24279448,WHM_WHM0,WHM07620_495336,MILLER CREEK,Snohomish,48.00012198,-121.7785457,77,North Cascades,HUC-171100110101,0
23956262,WHM_WHM0,WHM07620_495767,RACEHORSE CREEK,Whatcom,48.8797931,-122.1263397,77,North Cascades,HUC-171100040203,1
23981961,WHM_WHM0,WHM07620_497181,KINGS CREEK TRIBUTARY,Pierce,47.010308,-122.1406954,4,Cascades,HUC-171100140203,0
23963741,WHM_WHM0,WHM07620_507811,"SULTAN RIVER, SOUTH FORK TRIBUTARY",Snohomish,47.94384506,-121.6327052,77,North Cascades,HUC-171100090502,0
24538284,WHM_WHM0,WHM07620_508961,SAMMAMISH RIVER TRIBUTARY,King,47.70255383,-122.1189733,2,Puget Lowland,HUC-171100120304,0
23978256,WHM_WHM0,WHM07620_513950,GREEN RIVER TRIBUTARY,King,47.22332293,-121.7613849,4,Cascades,HUC-171100130201,0
24270756,WHM_WHM0,WHM07620_521159,DAY CREEK TRIBUTARY,Skagit,48.45960871,-122.0363377,77,North Cascades,HUC-171100070106,0
23971647,WHM_WHM0,WHM07620_529633,CARTER CREEK,King,47.39150761,-121.5442012,77,North Cascades,HUC-171100100301,0
24282276,WHM_WHM0,WHM07620_530119,LITTLE MASHEL RIVER TRIBUTARY,Pierce,46.81432119,-122.1534146,4,Cascades,HUC-171100150201,0
23956734,WHM_WHM0,WHM07620_531615,"NOOKSACK RIVER, NORTH FORK",Whatcom,48.90276762,-122.1043158,77,North Cascades,HUC-171100040201,0
24534798,WHM_WHM0,WHM07620_547711,AUSTIN CREEK TRIBUTARY,Whatcom,48.70380021,-122.3459175,2,Puget Lowland,HUC-171100040602,1
